videoName,PhaseName,Start,End
RALIHR_surgeon01_fps01_0006,positioning suture,10:46,12:00
RALIHR_surgeon01_fps01_0006,transitionary idle,12:00,12:06
RALIHR_surgeon01_fps01_0006,mesh positioning,12:06,12:24
RALIHR_surgeon01_fps01_0006,transitionary idle,12:24,12:30
RALIHR_surgeon01_fps01_0006,mesh positioning,12:30,12:46
RALIHR_surgeon01_fps01_0006,transitionary idle,12:46,12:57
RALIHR_surgeon01_fps01_0006,stationary idle,12:57,13:20
RALIHR_surgeon01_fps01_0007,transitionary idle,0:00,0:42
RALIHR_surgeon01_fps01_0007,catheter insertion,0:42,1:57
RALIHR_surgeon01_fps01_0007,transitionary idle,1:57,2:11
RALIHR_surgeon01_fps01_0007,positioning suture,2:11,2:26
RALIHR_surgeon01_fps01_0007,peritoneal closure,2:26,5:17
RALIHR_surgeon01_fps01_0007,positioning suture,5:17,5:47
RALIHR_surgeon01_fps01_0007,peritoneal closure,5:47,8:46
RALIHR_surgeon01_fps01_0007,positioning suture,8:46,9:40
RALIHR_surgeon01_fps01_0007,transitionary idle,9:40,9:56
RALIHR_surgeon01_fps01_0007,stationary idle,9:56,10:08
RALIHR_surgeon01_fps01_0008,stationary idle,0:00,0:17
RALIHR_surgeon01_fps01_0008,transitionary idle,0:17,0:30
RALIHR_surgeon01_fps01_0008,peritoneal scoring,0:30,1:08
RALIHR_surgeon01_fps01_0008,preperioneal dissection,1:08,7:06
RALIHR_surgeon01_fps01_0008,reduction of hernia,7:06,9:23
RALIHR_surgeon01_fps01_0008,transitionary idle,9:23,9:38
RALIHR_surgeon01_fps01_0008,peritoneal scoring,9:38,9:58
RALIHR_surgeon01_fps01_0008,preperioneal dissection,9:58,18:26
RALIHR_surgeon01_fps01_0008,reduction of hernia,18:26,20:50
RALIHR_surgeon01_fps01_0008,transitionary idle,20:50,21:01
RALIHR_surgeon01_fps01_0008,reduction of hernia,21:01,23:00
RALIHR_surgeon01_fps01_0008,transitionary idle,23:00,23:18
RALIHR_surgeon01_fps01_0008,reduction of hernia,23:18,25:32:00
RALIHR_surgeon01_fps01_0008,stationary idle,25:32:00,25:54:00
RALIHR_surgeon01_fps01_0008,transitionary idle,25:54:00,25:58:00
RALIHR_surgeon01_fps01_0008,stationary idle,25:58:00,26:30:00
RALIHR_surgeon01_fps01_0008,transitionary idle,26:30:00,26:50:00
RALIHR_surgeon01_fps01_0008,stationary idle,26:50:00,27:15:00
RALIHR_surgeon01_fps01_0008,transitionary idle,27:15:00,27:44:00
RALIHR_surgeon01_fps01_0008,mesh positioning,27:44:00,28:29:00
RALIHR_surgeon01_fps01_0008,transitionary idle,28:29:00,28:53:00
RALIHR_surgeon01_fps01_0008,positioning suture,28:53:00,29:15:00
RALIHR_surgeon01_fps01_0008,transitionary idle,29:15:00,30:15:00
RALIHR_surgeon01_fps01_0008,out of body,30:15:00,31:01:00
RALIHR_surgeon01_fps01_0008,transitionary idle,31:01:00,31:10:00
RALIHR_surgeon01_fps01_0008,mesh placement,31:10:00,34:33:00
RALIHR_surgeon01_fps01_0008,transitionary idle,34:33:00,34:43:00
RALIHR_surgeon01_fps01_0008,mesh placement,34:43:00,38:26:00
RALIHR_surgeon01_fps01_0008,transitionary idle,38:26:00,38:50:00
RALIHR_surgeon01_fps01_0008,catheter insertion,38:50:00,39:43:00
RALIHR_surgeon01_fps01_0008,positioning suture,39:43:00,40:14:00
RALIHR_surgeon01_fps01_0008,peritoneal closure,40:14:00,44:06:00
RALIHR_surgeon01_fps01_0008,positioning suture,44:06:00,44:18:00
RALIHR_surgeon01_fps01_0008,peritoneal closure,44:18:00,48:34:00
RALIHR_surgeon01_fps01_0008,positioning suture,48:34:00,49:15:00
RALIHR_surgeon01_fps01_0008,transitionary idle,49:15:00,49:20:00
RALIHR_surgeon01_fps01_0009,transitionary idle,0:00,0:05
RALIHR_surgeon01_fps01_0009,positioning suture,0:05,0:17
RALIHR_surgeon01_fps01_0009,transitionary idle,0:17,0:22
RALIHR_surgeon01_fps01_0009,mesh positioning,0:22,0:35
RALIHR_surgeon01_fps01_0009,transitionary idle,0:35,0:50
RALIHR_surgeon01_fps01_0009,peritoneal scoring,0:50,1:03
RALIHR_surgeon01_fps01_0009,preperioneal dissection,1:03,6:18
RALIHR_surgeon01_fps01_0009,reduction of hernia,6:18,7:44
RALIHR_surgeon01_fps01_0009,transitionary idle,7:44,7:49
RALIHR_surgeon01_fps01_0009,mesh placement,7:49,9:16
RALIHR_surgeon01_fps01_0009,transitionary idle,9:16,9:39
RALIHR_surgeon01_fps01_0009,peritoneal scoring,9:39,10:16
RALIHR_surgeon01_fps01_0009,preperioneal dissection,10:16,16:24
RALIHR_surgeon01_fps01_0009,reduction of hernia,16:24,19:55
RALIHR_surgeon01_fps01_0009,transitionary idle,19:55,21:46
RALIHR_surgeon01_fps01_0009,mesh placement,21:46,22:28
RALIHR_surgeon01_fps01_0009,transitionary idle,22:28,22:40
RALIHR_surgeon01_fps01_0009,stationary idle,22:40,22:55
RALIHR_surgeon01_fps01_0009,transitionary idle,22:55,23:08
RALIHR_surgeon01_fps01_0009,mesh placement,23:08,24:38:00
RALIHR_surgeon01_fps01_0009,transitionary idle,24:38:00,25:10:00
RALIHR_surgeon01_fps01_0010,transitionary idle,0:00,0:32
RALIHR_surgeon01_fps01_0010,peritoneal scoring,0:32,1:28
RALIHR_surgeon01_fps01_0010,preperioneal dissection,1:28,11:21
RALIHR_surgeon01_fps01_0010,reduction of hernia,11:21,18:37
RALIHR_surgeon01_fps01_0010,transitionary idle,18:37,19:18
RALIHR_surgeon01_fps01_0010,peritoneal scoring,19:18,20:22
RALIHR_surgeon01_fps01_0010,preperioneal dissection,20:22,31:55:00
RALIHR_surgeon01_fps01_0010,reduction of hernia,31:55:00,34:45:00
RALIHR_surgeon01_fps01_0010,transitionary idle,34:45:00,35:15:00
RALIHR_surgeon01_fps01_0010,stationary idle,35:15:00,36:09:00
RALIHR_surgeon01_fps01_0010,transitionary idle,36:09:00,36:26:00
RALIHR_surgeon01_fps01_0010,stationary idle,36:26:00,37:27:00
RALIHR_surgeon01_fps01_0010,transitionary idle,37:27:00,39:34:00
RALIHR_surgeon01_fps01_0010,mesh positioning,39:34:00,40:30:00
RALIHR_surgeon01_fps01_0010,transitionary idle,40:30:00,40:41:00
RALIHR_surgeon01_fps01_0010,stationary idle,40:41:00,41:26:00
RALIHR_surgeon01_fps01_0010,mesh positioning,41:26:00,42:16:00
RALIHR_surgeon01_fps01_0010,transitionary idle,42:16:00,42:31:00
RALIHR_surgeon01_fps01_0010,positioning suture,42:31:00,42:45:00
RALIHR_surgeon01_fps01_0010,transitionary idle,42:45:00,44:58:00
RALIHR_surgeon01_fps01_0010,positioning suture,44:58:00,45:03:00
RALIHR_surgeon01_fps01_0010,transitionary idle,45:03:00,46:41:00
RALIHR_surgeon01_fps01_0010,positioning suture,46:41:00,47:16:00
RALIHR_surgeon01_fps01_0010,transitionary idle,47:16:00,47:22:00
RALIHR_surgeon01_fps01_0010,mesh placement,47:22:00,49:51:00
RALIHR_surgeon01_fps01_0010,transitionary idle,49:51:00,50:10:00
RALIHR_surgeon01_fps01_0010,mesh placement,50:10:00,54:08:00
RALIHR_surgeon01_fps01_0010,transitionary idle,54:08:00,54:40:00
RALIHR_surgeon01_fps01_0010,catheter insertion,54:40:00,55:35:00
RALIHR_surgeon01_fps01_0010,transitionary idle,55:35:00,55:42:00
RALIHR_surgeon01_fps01_0010,positioning suture,55:42:00,55:47:00
RALIHR_surgeon01_fps01_0010,peritoneal closure,55:47:00,58:57:00
RALIHR_surgeon01_fps01_0010,transitionary idle,58:57:00,59:26:00
RALIHR_surgeon01_fps01_0010,positioning suture,59:26:00,59:40:00
RALIHR_surgeon01_fps01_0010,peritoneal closure,59:40:00,1:14:19
RALIHR_surgeon01_fps01_0010,positioning suture,1:14:19,1:14:39
RALIHR_surgeon01_fps01_0010,peritoneal closure,1:14:39,1:16:08
RALIHR_surgeon01_fps01_0011,transitionary idle,0:00,0:13
RALIHR_surgeon01_fps01_0011,positioning suture,0:13,0:39
RALIHR_surgeon01_fps01_0011,transitionary idle,0:39,0:44
RALIHR_surgeon01_fps01_0011,mesh positioning,0:44,1:04
RALIHR_surgeon01_fps01_0011,transitionary idle,1:04,1:25
RALIHR_surgeon01_fps01_0011,peritoneal scoring,1:25,2:15
RALIHR_surgeon01_fps01_0011,preperioneal dissection,2:15,5:52
RALIHR_surgeon01_fps01_0011,reduction of hernia,5:52,12:52
RALIHR_surgeon01_fps01_0011,transitionary idle,12:52,13:02
RALIHR_surgeon01_fps01_0011,mesh positioning,13:02,13:55
RALIHR_surgeon01_fps01_0011,positioning suture,13:55,14:09
RALIHR_surgeon01_fps01_0011,mesh positioning,14:09,15:00
RALIHR_surgeon01_fps01_0011,transitionary idle,15:00,15:12
RALIHR_surgeon01_fps01_0011,peritoneal scoring,15:12,16:02
RALIHR_surgeon01_fps01_0011,preperioneal dissection,16:02,16:25
RALIHR_surgeon01_fps01_0011,peritoneal scoring,16:25,17:16
RALIHR_surgeon01_fps01_0011,preperioneal dissection,17:16,18:47
RALIHR_surgeon01_fps01_0011,reduction of hernia,18:47,26:58:00
RALIHR_surgeon01_fps01_0011,transitionary idle,26:58:00,27:04:00
RALIHR_surgeon01_fps01_0011,mesh positioning,27:04:00,28:01:00
RALIHR_surgeon01_fps01_0011,transitionary idle,28:01:00,28:10:00
RALIHR_surgeon01_fps01_0011,positioning suture,28:10:00,28:44:00
RALIHR_surgeon01_fps01_0011,transitionary idle,28:44:00,28:50:00
RALIHR_surgeon01_fps01_0011,mesh placement,28:50:00,33:40:00
RALIHR_surgeon01_fps01_0011,transitionary idle,33:40:00,33:49:00
RALIHR_surgeon01_fps01_0011,mesh placement,33:49:00,37:37:00
RALIHR_surgeon01_fps01_0011,transitionary idle,37:37:00,40:31:00
RALIHR_surgeon01_fps01_0011,catheter insertion,40:31:00,40:55:00
RALIHR_surgeon01_fps01_0011,transitionary idle,40:55:00,41:03:00
RALIHR_surgeon01_fps01_0011,positioning suture,41:03:00,41:08:00
RALIHR_surgeon01_fps01_0011,peritoneal closure,41:08:00,44:28:00
RALIHR_surgeon01_fps01_0011,positioning suture,44:28:00,44:36:00
RALIHR_surgeon01_fps01_0011,peritoneal closure,44:36:00,45:28:00
RALIHR_surgeon01_fps01_0011,positioning suture,45:28:00,45:43:00
RALIHR_surgeon01_fps01_0011,peritoneal closure,45:43:00,48:56:00
RALIHR_surgeon01_fps01_0011,positioning suture,48:56:00,50:08:00
RALIHR_surgeon01_fps01_0011,transitionary idle,50:08:00,50:21:00
RALIHR_surgeon01_fps01_0011,stationary idle,50:21:00,51:07:00
RALIHR_surgeon01_fps01_0011,transitionary idle,51:07:00,51:36:00
RALIHR_surgeon01_fps01_0011,positioning suture,51:36:00,51:51:00
RALIHR_surgeon01_fps01_0011,peritoneal closure,51:51:00,52:59:00
RALIHR_surgeon01_fps01_0011,positioning suture,52:59:00,53:33:00
RALIHR_surgeon01_fps01_0011,transitionary idle,53:33:00,53:45:00
RALIHR_surgeon01_fps01_0012,transitionary idle,0:00,0:14
RALIHR_surgeon01_fps01_0012,mesh positioning,0:14,0:26
RALIHR_surgeon01_fps01_0012,positioning suture,0:26,1:30
RALIHR_surgeon01_fps01_0012,mesh positioning,1:30,1:34
RALIHR_surgeon01_fps01_0012,transitionary idle,1:34,1:53
RALIHR_surgeon01_fps01_0012,peritoneal scoring,1:53,3:42
RALIHR_surgeon01_fps01_0012,preperioneal dissection,3:42,7:35
RALIHR_surgeon01_fps01_0012,reduction of hernia,7:35,16:14
RALIHR_surgeon01_fps01_0012,transitionary idle,16:14,16:27
RALIHR_surgeon01_fps01_0012,mesh placement,16:27,18:21
RALIHR_surgeon01_fps01_0012,transitionary idle,18:21,18:31
RALIHR_surgeon01_fps01_0012,peritoneal scoring,18:31,19:52
RALIHR_surgeon01_fps01_0012,preperioneal dissection,19:52,22:30
RALIHR_surgeon01_fps01_0012,reduction of hernia,22:30,30:40:00
RALIHR_surgeon01_fps01_0012,transitionary idle,30:40:00,30:51:00
RALIHR_surgeon01_fps01_0012,mesh placement,30:51:00,31:46:00
RALIHR_surgeon01_fps01_0012,transitionary idle,31:46:00,32:46:00
RALIHR_surgeon01_fps01_0012,mesh placement,32:46:00,36:10:00
RALIHR_surgeon01_fps01_0012,transitionary idle,36:10:00,36:20:00
RALIHR_surgeon01_fps01_0012,mesh placement,36:20:00,42:52:00
RALIHR_surgeon01_fps01_0012,transitionary idle,42:52:00,43:08:00
RALIHR_surgeon01_fps01_0012,catheter insertion,43:08:00,43:36:00
RALIHR_surgeon01_fps01_0012,transitionary idle,43:36:00,43:51:00
RALIHR_surgeon01_fps01_0012,positioning suture,43:51:00,44:12:00
RALIHR_surgeon01_fps01_0012,peritoneal closure,44:12:00,48:29:00
RALIHR_surgeon01_fps01_0012,positioning suture,48:29:00,48:47:00
RALIHR_surgeon01_fps01_0012,peritoneal closure,48:47:00,50:33:00
RALIHR_surgeon01_fps01_0012,positioning suture,50:33:00,50:48:00
RALIHR_surgeon01_fps01_0012,transitionary idle,50:48:00,50:53:00
RALIHR_surgeon01_fps01_0012,positioning suture,50:53:00,51:14:00
RALIHR_surgeon01_fps01_0012,peritoneal closure,51:14:00,57:06:00
RALIHR_surgeon01_fps01_0012,positioning suture,57:06:00,58:30:00
RALIHR_surgeon01_fps01_0012,transitionary idle,58:30:00,58:41:00
RALIHR_surgeon01_fps01_0013,transitionary idle,0:00,0:15
RALIHR_surgeon01_fps01_0013,peritoneal scoring,0:15,1:33
RALIHR_surgeon01_fps01_0013,preperioneal dissection,1:33,5:16
RALIHR_surgeon01_fps01_0013,reduction of hernia,5:16,19:12
RALIHR_surgeon01_fps01_0013,transitionary idle,19:12,19:15
RALIHR_surgeon01_fps01_0013,mesh placement,19:15,20:04
RALIHR_surgeon01_fps01_0013,transitionary idle,20:04,20:28
RALIHR_surgeon01_fps01_0013,mesh placement,20:28,22:43
RALIHR_surgeon01_fps01_0013,transitionary idle,22:43,22:49
RALIHR_surgeon01_fps01_0013,positioning suture,22:49,23:16
RALIHR_surgeon01_fps01_0013,catheter insertion,23:16,23:37
RALIHR_surgeon01_fps01_0013,positioning suture,23:37,23:40
RALIHR_surgeon01_fps01_0013,peritoneal closure,23:40,28:07:00
RALIHR_surgeon01_fps01_0013,positioning suture,28:07:00,28:36:00
RALIHR_surgeon01_fps01_0013,transitionary idle,28:36:00,29:34:00
RALIHR_surgeon01_fps01_0014,stationary idle,0:00,0:24
RALIHR_surgeon01_fps01_0014,transitionary idle,0:24,0:56
RALIHR_surgeon01_fps01_0014,positioning suture,0:56,1:07
RALIHR_surgeon01_fps01_0014,transitionary idle,1:07,1:21
RALIHR_surgeon01_fps01_0014,mesh positioning,1:21,1:26
RALIHR_surgeon01_fps01_0014,transitionary idle,1:26,1:43
RALIHR_surgeon01_fps01_0014,peritoneal scoring,1:43,2:58
RALIHR_surgeon01_fps01_0014,preperioneal dissection,2:58,7:31
RALIHR_surgeon01_fps01_0014,reduction of hernia,7:31,14:54
RALIHR_surgeon01_fps01_0014,transitionary idle,14:54,15:06
RALIHR_surgeon01_fps01_0014,out of body,15:06,15:37
RALIHR_surgeon01_fps01_0014,stationary idle,15:37,15:42
RALIHR_surgeon01_fps01_0014,reduction of hernia,15:42,21:30
RALIHR_surgeon01_fps01_0014,transitionary idle,21:30,22:24
RALIHR_surgeon01_fps01_0014,reduction of hernia,22:24,27:16:00
RALIHR_surgeon01_fps01_0014,transitionary idle,27:16:00,27:53:00
RALIHR_surgeon01_fps01_0014,mesh placement,27:53:00,31:47:00
RALIHR_surgeon01_fps01_0014,transitionary idle,31:47:00,32:54:00
RALIHR_surgeon01_fps01_0014,catheter insertion,32:54:00,33:49:00
RALIHR_surgeon01_fps01_0014,transitionary idle,33:49:00,33:53:00
RALIHR_surgeon01_fps01_0014,positioning suture,33:53:00,34:02:00
RALIHR_surgeon01_fps01_0014,peritoneal closure,34:02:00,34:48:00
RALIHR_surgeon01_fps01_0014,stationary idle,34:48:00,35:23:00
RALIHR_surgeon01_fps01_0014,transitionary idle,35:23:00,35:30:00
RALIHR_surgeon01_fps01_0014,peritoneal closure,35:30:00,45:35:00
RALIHR_surgeon01_fps01_0014,positioning suture,45:35:00,46:38:00
RALIHR_surgeon01_fps01_0014,transitionary idle,46:38:00,46:48:00
RALIHR_surgeon01_fps01_0015,stationary idle,0:00,0:07
RALIHR_surgeon01_fps01_0015,mesh positioning,0:07,0:13
RALIHR_surgeon01_fps01_0015,transitionary idle,0:13,0:23
RALIHR_surgeon01_fps01_0015,positioning suture,0:23,1:00
RALIHR_surgeon01_fps01_0015,transitionary idle,1:00,1:34
RALIHR_surgeon01_fps01_0015,peritoneal scoring,1:34,2:11
RALIHR_surgeon01_fps01_0015,preperioneal dissection,2:11,6:37
